000051.jpe	4	[[(-3, 125), (2, 44), (58, 43), (55, 125)], [(57, 124), (60, 45), (115, 44), (115, 123)], [(116, 123), (116, 45), (168, 45), (172, 122)], [(174, 122), (170, 46), (221, 46), (230, 121)]]
000052.jpe	1	[[(11, 200), (26, 39), (131, 40), (143, 199)]]
000053.jpe	1	[[(10, 208), (11, 32), (132, 35), (135, 202)]]
000054.jpe	1	[[(18, 200), (20, 29), (145, 30), (142, 203)]]
000055.jpe	1	[[(32, 201), (27, 75), (124, 78), (123, 203)]]
000056.jpe	1	[[(11, 216), (12, 15), (155, 16), (157, 215)]]
000057.jpe	1	[[(22, 197), (20, 51), (124, 50), (128, 195)]]
000058.jpe	1	[[(49, 163), (56, 50), (135, 50), (145, 164)]]
000059.jpe	1	[[(13, 218), (13, 40), (143, 38), (141, 218)]]
000060.jpe	1	[[(4, 218), (5, 4), (159, 5), (159, 216)]]
000061.jpe	1	[[(6, 189), (5, 13), (133, 13), (135, 188)]]
000062.jpe	1	[[(12, 191), (15, 34), (125, 33), (132, 190)]]
000063.jpe	1	[[(56, 143), (67, 27), (147, 28), (155, 144)]]
000064.jpe	2	[[(135, 129), (136, 42), (199, 43), (198, 130)], [(51, 142), (13, 54), (76, 28), (113, 114)]]
000065.jpe	1	[[(3, 199), (4, 25), (124, 27), (130, 194)]]
000066.jpe	1	[[(8, 184), (15, 71), (93, 71), (105, 184)]]
000067.jpe	1	[[(10, 220), (11, 4), (165, 4), (164, 216)]]
000068.jpe	1	[[(26, 199), (18, 10), (165, 9), (155, 204)]]
000069.jpe	1	[[(35, 177), (43, 43), (137, 43), (147, 176)]]
000070.jpe	1	[[(19, 203), (20, 15), (154, 14), (161, 201)]]
000071.jpe	1	[[(14, 217), (10, 11), (156, 11), (161, 215)]]
000072.jpe	1	[[(39, 198), (34, 80), (124, 79), (122, 198)]]
000073.jpe	1	[[(16, 191), (10, 14), (146, 3), (146, 196)]]
000074.jpe	1	[[(10, 217), (9, 4), (161, 5), (161, 217)]]
000075.jpe	1	[[(13, 210), (13, 11), (159, 11), (157, 211)]]
000076.jpe	1	[[(10, 202), (12, 33), (123, 47), (122, 191)]]
000077.jpe	1	[[(11, 180), (15, 26), (123, 26), (123, 176)]]
000078.jpe	1	[[(29, 208), (36, 48), (149, 41), (157, 214)]]
000079.jpe	1	[[(23, 197), (19, 38), (139, 38), (135, 199)]]
000080.jpe	16	[[(4, 59), (4, 4), (43, 4), (43, 59)], [(43, 59), (44, 4), (80, 4), (81, 57)], [(81, 57), (80, 4), (119, 4), (120, 58)], [(120, 58), (121, 4), (157, 4), (158, 58)], [(4, 111), (4, 59), (42, 60), (41, 112)], [(43, 113), (43, 59), (81, 57), (82, 112)], [(82, 112), (81, 57), (119, 58), (119, 112)], [(120, 113), (119, 58), (159, 58), (159, 113)], [(3, 165), (4, 111), (42, 112), (41, 166)], [(42, 165), (43, 113), (82, 112), (79, 165)], [(81, 165), (82, 112), (119, 112), (120, 166)], [(121, 166), (120, 113), (159, 113), (160, 166)], [(4, 219), (3, 165), (42, 166), (43, 220)], [(44, 220), (42, 166), (80, 166), (81, 220)], [(82, 220), (81, 165), (119, 167), (119, 220)], [(120, 220), (120, 166), (159, 166), (158, 219)]]
000081.jpe	1	[[(14, 194), (28, 28), (141, 26), (154, 194)]]
000082.jpe	1	[[(11, 212), (23, 13), (160, 11), (166, 217)]]
000083.jpe	1	[[(8, 191), (9, 23), (130, 28), (126, 189)]]
000084.jpe	1	[[(65, 153), (65, 11), (166, 11), (166, 152)]]
000085.jpe	1	[[(27, 188), (22, 31), (142, 31), (140, 189)]]
000086.jpe	1	[[(7, 220), (11, 4), (161, 7), (162, 221)]]
000087.jpe	1	[[(20, 206), (20, 14), (142, 18), (161, 193)]]
000088.jpe	1	[[(24, 214), (39, 4), (187, 8), (205, 215)]]
000089.jpe	1	[[(31, 199), (37, 64), (130, 65), (134, 201)]]
000090.jpe	1	[[(41, 206), (37, 74), (139, 73), (134, 207)]]
000091.jpe	1	[[(42, 194), (45, 71), (130, 71), (133, 193)]]
000092.jpe	1	[[(26, 199), (21, 69), (127, 69), (120, 199)]]
000093.jpe	1	[[(7, 216), (11, 11), (156, 12), (159, 218)]]
000094.jpe	1	[[(20, 187), (22, 34), (128, 39), (131, 184)]]
000095.jpe	1	[[(28, 195), (26, 36), (143, 34), (146, 197)]]
000096.jpe	1	[[(17, 229), (19, -4), (166, 18), (160, 208)]]
000097.jpe	1	[[(30, 216), (32, 7), (184, 5), (180, 219)]]
000098.jpe	1	[[(15, 201), (30, 31), (145, 26), (163, 200)]]
000099.jpe	1	[[(16, 210), (32, 43), (141, 42), (159, 210)]]
000100.jpe	1	[[(13, 216), (15, 26), (153, 28), (154, 218)]]
000101.jpe	1	[[(0, 217), (11, 6), (155, 7), (162, 216)]]
000102.jpe	1	[[(34, 154), (30, 30), (186, 36), (186, 139)]]
000103.jpe	10	[[(7, 78), (5, 21), (45, 21), (46, 76)], [(50, 77), (49, 21), (87, 20), (89, 76)], [(92, 76), (91, 21), (131, 21), (131, 76)], [(133, 75), (133, 20), (172, 20), (172, 75)], [(174, 76), (175, 21), (213, 21), (213, 76)], [(9, 136), (7, 81), (47, 80), (48, 135)], [(50, 134), (50, 79), (90, 80), (89, 133)], [(92, 134), (92, 80), (132, 80), (130, 134)], [(134, 133), (134, 79), (173, 79), (172, 133)], [(175, 133), (176, 80), (213, 79), (213, 133)]]
000104.jpe	1	[[(18, 214), (29, 20), (140, 39), (161, 199)]]
000105.jpe	1	[[(4, 217), (8, 8), (157, 6), (158, 217)]]
000106.jpe	2	[[(13, 133), (33, 24), (109, 26), (107, 135)], [(125, 137), (123, 29), (197, 28), (217, 137)]]
000107.jpe	1	[[(37, 190), (39, 62), (131, 63), (131, 191)]]
000108.jpe	1	[[(6, 217), (7, 10), (155, 11), (154, 218)]]
000109.jpe	1	[[(17, 224), (16, 58), (124, 64), (130, 210)]]
000110.jpe	1	[[(22, 214), (37, 8), (187, 11), (204, 214)]]
000111.jpe	1	[[(16, 169), (36, 53), (120, 54), (139, 171)]]
000112.jpe	1	[[(22, 197), (17, 67), (119, 68), (113, 197)]]
000113.jpe	1	[[(11, 206), (19, 36), (135, 35), (144, 205)]]
000114.jpe	1	[[(17, 212), (12, 13), (161, 12), (159, 210)]]
000115.jpe	1	[[(12, 202), (12, 5), (139, 21), (138, 186)]]
000116.jpe	1	[[(17, 191), (17, 3), (136, 17), (139, 186)]]
000117.jpe	1	[[(1, 221), (11, 9), (154, 26), (142, 214)]]
000118.jpe	1	[[(19, 184), (26, 0), (146, 19), (141, 179)]]
000119.jpe	1	[[(3, 223), (3, 5), (156, 4), (158, 222)]]
000120.jpe	1	[[(22, 201), (20, 68), (125, 70), (116, 203)]]
000121.jpe	1	[[(31, 162), (47, 58), (123, 66), (108, 173)]]
000122.jpe	1	[[(14, 162), (42, 42), (127, 48), (118, 177)]]
000123.jpe	1	[[(41, 177), (38, 56), (128, 55), (128, 176)]]
000124.jpe	1	[[(9, 200), (5, 13), (131, 27), (134, 189)]]
000125.jpe	1	[[(24, 214), (36, 8), (188, 10), (205, 214)]]
000126.jpe	1	[[(8, 169), (14, 31), (108, 31), (119, 166)]]
000127.jpe	1	[[(1, 216), (9, 11), (150, 11), (160, 218)]]
000128.jpe	1	[[(39, 183), (37, 60), (128, 59), (127, 182)]]
000129.jpe	1	[[(26, 199), (23, 67), (128, 68), (124, 200)]]
000130.jpe	1	[[(16, 214), (11, 9), (157, 6), (163, 211)]]
000131.jpe	1	[[(3, 179), (36, 41), (132, 41), (167, 179)]]
000132.jpe	9	[[(1, 75), (0, 8), (49, 8), (49, 75)], [(55, 75), (54, 9), (101, 8), (101, 76)], [(106, 76), (106, 8), (153, 8), (153, 75)], [(2, 147), (1, 81), (49, 81), (50, 146)], [(56, 146), (55, 82), (100, 82), (101, 146)], [(105, 146), (105, 82), (151, 82), (151, 146)], [(3, 220), (2, 153), (49, 153), (49, 218)], [(54, 216), (55, 152), (101, 151), (101, 216)], [(105, 216), (105, 152), (151, 151), (151, 215)]]
000133.jpe	1	[[(36, 194), (25, 82), (124, 83), (117, 194)]]
000134.jpe	1	[[(11, 204), (34, 49), (133, 50), (161, 200)]]
000135.jpe	1	[[(5, 211), (26, 44), (146, 40), (163, 211)]]
000136.jpe	1	[[(21, 199), (19, 67), (121, 67), (116, 199)]]
000137.jpe	1	[[(35, 194), (36, 60), (132, 59), (134, 194)]]
000138.jpe	1	[[(10, 222), (5, 4), (160, 4), (161, 217)]]
000139.jpe	1	[[(1, 200), (2, 33), (119, 37), (120, 195)]]
000140.jpe	1	[[(22, 215), (37, 4), (185, 7), (203, 216)]]
000141.jpe	1	[[(10, 210), (11, 24), (145, 19), (150, 213)]]
000142.jpe	0	[]
000143.jpe	1	[[(18, 205), (27, 31), (146, 35), (152, 205)]]
000144.jpe	1	[[(4, 222), (4, 3), (160, 2), (160, 222)]]
000145.jpe	1	[[(13, 169), (9, 47), (100, 46), (95, 168)]]
000146.jpe	1	[[(1, 218), (5, 11), (150, 11), (153, 218)]]
000147.jpe	1	[[(35, 182), (35, 42), (133, 42), (137, 179)]]
000148.jpe	1	[[(7, 214), (7, 9), (154, 8), (154, 214)]]
000149.jpe	1	[[(16, 221), (15, 20), (154, 20), (161, 219)]]
000150.jpe	1	[[(11, 162), (4, 42), (96, 42), (94, 162)]]
000151.jpe	1	[[(12, 213), (16, 62), (124, 63), (121, 217)]]
000152.jpe	1	[[(19, 191), (23, 26), (131, 36), (133, 183)]]
000153.jpe	1	[[(19, 194), (18, 34), (132, 34), (132, 192)]]
000154.jpe	1	[[(19, 193), (19, 18), (146, 18), (143, 192)]]
000155.jpe	1	[[(15, 208), (16, 20), (152, 20), (152, 209)]]
000156.jpe	1	[[(41, 173), (52, 49), (139, 50), (148, 176)]]
000157.jpe	1	[[(32, 188), (19, 34), (141, 31), (138, 187)]]
000158.jpe	1	[[(17, 206), (0, 5), (161, 1), (152, 208)]]
000159.jpe	1	[[(15, 182), (23, 26), (130, 25), (137, 180)]]
000160.jpe	1	[[(21, 184), (40, 60), (128, 63), (121, 193)]]
000161.jpe	1	[[(14, 195), (14, 28), (133, 26), (138, 194)]]
000162.jpe	1	[[(9, 169), (4, 42), (100, 42), (95, 169)]]
000163.jpe	1	[[(19, 214), (12, 14), (155, 10), (163, 210)]]
000164.jpe	1	[[(7, 216), (7, 5), (156, 6), (157, 214)]]
000165.jpe	1	[[(27, 218), (32, 4), (177, 4), (187, 218)]]
000166.jpe	1	[[(3, 191), (30, 26), (135, 28), (169, 187)]]
000167.jpe	1	[[(26, 152), (23, 70), (82, 69), (84, 150)]]
000168.jpe	1	[[(14, 216), (9, 16), (161, 16), (151, 215)]]
000169.jpe	1	[[(27, 198), (23, 37), (148, 37), (141, 200)]]
000170.jpe	1	[[(9, 201), (10, 7), (132, 26), (138, 186)]]
000171.jpe	2	[[(28, 134), (21, 62), (71, 54), (79, 125)], [(45, 218), (56, 129), (107, 120), (109, 217)]]
000172.jpe	1	[[(7, 219), (11, 7), (158, 9), (164, 216)]]
000173.jpe	1	[[(12, 199), (12, 28), (130, 30), (136, 195)]]
000174.jpe	1	[[(19, 188), (12, 41), (127, 41), (123, 195)]]
000175.jpe	1	[[(7, 221), (6, 7), (164, 4), (161, 221)]]
000176.jpe	1	[[(20, 183), (23, 22), (137, 21), (137, 179)]]
000177.jpe	1	[[(7, 217), (15, 7), (161, 11), (163, 217)]]
000178.jpe	1	[[(18, 199), (19, 47), (126, 58), (152, 199)]]
000179.jpe	1	[[(19, 208), (20, 23), (154, 26), (150, 209)]]
000180.jpe	1	[[(6, 213), (4, 4), (160, -2), (156, 215)]]
000181.jpe	1	[[(30, 194), (36, 59), (130, 59), (137, 195)]]
000182.jpe	1	[[(4, 222), (6, 7), (155, 7), (161, 221)]]
000183.jpe	1	[[(7, 215), (7, 7), (155, 6), (157, 218)]]
000184.jpe	1	[[(25, 168), (41, 33), (135, 34), (154, 168)]]
000185.jpe	1	[[(11, 184), (14, 23), (127, 24), (128, 182)]]
000186.jpe	1	[[(5, 196), (11, 23), (130, 21), (139, 195)]]
000187.jpe	0	[]
000188.jpe	1	[[(13, 196), (13, 8), (148, 8), (148, 196)]]
000189.jpe	1	[[(24, 184), (22, 73), (101, 72), (103, 181)]]
000190.jpe	1	[[(4, 195), (3, 33), (120, 34), (118, 193)]]
000191.jpe	1	[[(19, 210), (19, 29), (148, 29), (149, 206)]]
000192.jpe	1	[[(22, 203), (22, 28), (146, 30), (146, 204)]]
000193.jpe	1	[[(16, 185), (25, 35), (129, 39), (129, 188)]]
000194.jpe	1	[[(15, 176), (14, 15), (128, 14), (131, 176)]]
000195.jpe	1	[[(61, 204), (47, 31), (170, 8), (191, 199)]]
000196.jpe	1	[[(3, 154), (-1, 17), (196, 7), (197, 165)]]
000197.jpe	2	[[(3, 156), (3, 17), (103, 17), (103, 152)], [(117, 153), (117, 17), (212, 17), (213, 151)]]
000198.jpe	9	[[(1, 111), (9, 71), (34, 71), (27, 113)], [(40, 81), (46, 42), (72, 40), (68, 80)], [(83, 81), (83, 40), (113, 35), (113, 77)], [(121, 77), (122, 34), (156, 30), (156, 76)], [(168, 73), (168, 26), (206, 24), (209, 73)], [(34, 146), (40, 99), (70, 99), (64, 148)], [(74, 144), (80, 95), (112, 97), (107, 148)], [(118, 150), (120, 98), (156, 99), (156, 153)], [(172, 153), (170, 96), (212, 95), (217, 154)]]
000199.jpe	1	[[(9, 197), (8, 34), (110, 48), (117, 182)]]
000200.jpe	1	[[(16, 209), (19, 19), (156, 19), (155, 209)]]
000201.jpe	1	[[(25, 201), (56, 33), (180, 60), (140, 223)]]
000202.jpe	1	[[(28, 197), (31, 27), (148, 27), (157, 193)]]
000203.jpe	1	[[(35, 201), (45, 63), (139, 63), (144, 202)]]
000204.jpe	1	[[(34, 217), (28, 51), (156, 51), (156, 222)]]
000205.jpe	1	[[(23, 199), (21, 19), (155, 21), (148, 199)]]
000206.jpe	1	[[(16, 202), (18, 29), (139, 34), (139, 201)]]
000207.jpe	1	[[(19, 209), (19, 19), (156, 20), (160, 209)]]
000208.jpe	1	[[(17, 218), (17, 34), (146, 37), (146, 212)]]
000209.jpe	1	[[(11, 206), (16, 19), (146, 19), (154, 205)]]
000210.jpe	1	[[(26, 193), (30, 59), (124, 58), (128, 191)]]
000211.jpe	1	[[(17, 212), (32, 37), (146, 43), (154, 211)]]
000212.jpe	1	[[(34, 168), (40, 29), (137, 30), (143, 169)]]
000213.jpe	1	[[(19, 204), (12, 29), (144, 29), (143, 205)]]
000214.jpe	1	[[(26, 218), (29, 49), (140, 49), (154, 216)]]
000215.jpe	1	[[(30, 193), (31, 34), (144, 34), (145, 191)]]
000216.jpe	1	[[(52, 157), (54, 13), (162, 13), (162, 158)]]
000217.jpe	1	[[(31, 206), (18, 37), (138, 24), (153, 192)]]
000218.jpe	1	[[(38, 147), (40, 23), (129, 24), (129, 147)]]
000219.jpe	1	[[(19, 207), (21, 2), (162, 11), (168, 206)]]
000220.jpe	1	[[(4, 189), (30, 29), (140, 24), (170, 186)]]
000221.jpe	1	[[(36, 182), (24, 19), (155, 19), (144, 183)]]
000222.jpe	1	[[(17, 194), (24, 5), (152, 10), (157, 191)]]
000223.jpe	1	[[(10, 207), (13, 9), (153, 9), (157, 207)]]
000224.jpe	1	[[(15, 206), (22, 37), (139, 36), (145, 206)]]
000225.jpe	1	[[(25, 189), (25, 25), (142, 24), (146, 191)]]
000226.jpe	1	[[(19, 219), (19, 19), (162, 22), (161, 216)]]
000227.jpe	1	[[(51, 137), (51, 38), (123, 39), (122, 137)]]
000228.jpe	1	[[(31, 200), (32, 42), (141, 41), (146, 199)]]
000229.jpe	1	[[(8, 205), (19, 11), (154, 13), (158, 209)]]
000230.jpe	1	[[(16, 212), (20, 39), (142, 40), (142, 210)]]
000231.jpe	0	[]
000232.jpe	1	[[(4, 227), (2, 26), (147, 26), (149, 224)]]
000233.jpe	1	[[(16, 218), (10, 37), (143, 37), (143, 213)]]
000234.jpe	1	[[(12, 211), (15, 2), (161, 5), (169, 206)]]
000235.jpe	1	[[(10, 218), (10, 7), (160, 6), (162, 218)]]
000236.jpe	1	[[(38, 173), (33, 34), (146, 35), (138, 174)]]
000237.jpe	1	[[(14, 214), (16, 30), (146, 30), (152, 214)]]
000238.jpe	1	[[(19, 213), (21, 38), (144, 38), (149, 212)]]
000239.jpe	1	[[(67, 199), (71, 50), (176, 50), (176, 199)]]
000240.jpe	1	[[(26, 202), (33, 63), (131, 62), (139, 201)]]
000241.jpe	1	[[(15, 209), (15, 14), (151, 13), (160, 203)]]
000242.jpe	1	[[(24, 196), (24, 63), (123, 62), (118, 191)]]
000243.jpe	1	[[(11, 205), (11, 10), (151, 11), (153, 203)]]
000244.jpe	1	[[(30, 204), (37, 2), (177, 0), (186, 203)]]
000245.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 225)]]
000246.jpe	1	[[(23, 136), (26, 9), (200, 10), (203, 135)]]
000247.jpe	1	[[(0, 218), (16, 34), (132, 30), (160, 210)]]
000248.jpe	1	[[(0, 223), (0, 0), (158, 0), (158, 223)]]
000249.jpe	1	[[(10, 214), (11, 15), (156, 12), (156, 215)]]
000250.jpe	1	[[(0, 224), (0, 0), (159, 0), (159, 224)]]
000251.jpe	1	[[(21, 200), (17, 27), (148, 26), (143, 201)]]
000252.jpe	1	[[(22, 189), (32, 27), (143, 28), (151, 189)]]
000253.jpe	1	[[(24, 217), (26, 26), (160, 35), (153, 214)]]
000254.jpe	1	[[(98, 124), (115, 24), (194, 25), (175, 145)]]
000255.jpe	1	[[(45, 206), (40, 8), (181, 22), (159, 196)]]
000256.jpe	1	[[(20, 192), (21, 21), (144, 23), (144, 194)]]
000257.jpe	1	[[(9, 182), (5, 34), (113, 32), (113, 182)]]
000258.jpe	1	[[(0, 223), (0, 0), (158, 0), (158, 223)]]
000259.jpe	1	[[(16, 199), (21, 19), (146, 20), (151, 200)]]
000260.jpe	1	[[(17, 201), (18, 13), (152, 13), (157, 203)]]
000261.jpe	1	[[(17, 203), (18, 18), (150, 19), (150, 201)]]
000262.jpe	1	[[(4, 213), (8, 11), (153, 10), (158, 214)]]
000263.jpe	1	[[(18, 206), (18, 20), (153, 19), (152, 205)]]
000264.jpe	1	[[(52, 155), (68, 28), (157, 29), (178, 155)]]
000265.jpe	1	[[(4, 221), (2, 3), (158, 3), (160, 221)]]
000266.jpe	1	[[(20, 212), (25, 25), (163, 25), (169, 211)]]
000267.jpe	1	[[(0, 223), (0, 0), (160, 0), (160, 223)]]
000268.jpe	1	[[(22, 206), (24, 27), (149, 27), (155, 203)]]
000269.jpe	1	[[(33, 176), (28, 19), (146, 19), (144, 176)]]
000270.jpe	1	[[(24, 189), (24, 25), (142, 25), (142, 191)]]
000271.jpe	2	[[(4, 166), (7, 57), (83, 56), (84, 166)], [(86, 166), (85, 55), (162, 54), (168, 165)]]
000272.jpe	1	[[(0, 223), (0, 0), (158, 0), (158, 223)]]
000273.jpe	1	[[(17, 214), (14, 11), (157, 11), (168, 209)]]
000274.jpe	1	[[(4, 221), (3, 4), (157, 4), (158, 221)]]
000275.jpe	1	[[(13, 218), (14, 23), (154, 23), (156, 219)]]
000276.jpe	1	[[(34, 202), (37, 77), (125, 77), (126, 202)]]
000277.jpe	1	[[(10, 201), (11, 9), (152, 5), (155, 203)]]
000278.jpe	1	[[(11, 214), (20, 7), (163, 7), (173, 214)]]
000279.jpe	1	[[(6, 213), (15, 18), (150, 24), (150, 214)]]
000280.jpe	1	[[(19, 204), (20, 19), (152, 18), (155, 204)]]
000281.jpe	1	[[(7, 218), (6, 6), (161, 6), (161, 218)]]
000282.jpe	1	[[(12, 212), (16, 22), (149, 17), (161, 213)]]
000283.jpe	1	[[(25, 213), (21, 44), (150, 45), (142, 214)]]
000284.jpe	1	[[(0, 223), (0, 0), (160, 0), (160, 223)]]
000285.jpe	1	[[(41, 166), (41, 51), (122, 52), (124, 164)]]
000286.jpe	2	[[(9, 68), (24, 11), (64, 21), (50, 78)], [(4, 141), (4, 84), (44, 83), (46, 141)]]
000287.jpe	1	[[(7, 217), (9, 5), (162, 5), (162, 217)]]
000288.jpe	1	[[(30, 189), (31, 48), (132, 48), (133, 189)]]
000289.jpe	1	[[(0, 223), (0, 0), (160, 0), (160, 223)]]
000290.jpe	1	[[(11, 210), (11, 19), (146, 18), (152, 210)]]
000291.jpe	1	[[(32, 204), (32, 37), (150, 36), (151, 202)]]
000292.jpe	1	[[(31, 197), (32, 48), (138, 48), (139, 197)]]
000293.jpe	1	[[(37, 165), (48, 67), (117, 67), (128, 165)]]
000294.jpe	1	[[(13, 196), (12, 24), (138, 19), (139, 196)]]
000295.jpe	1	[[(4, 213), (13, 22), (146, 21), (154, 213)]]
